Date,Timestamp,Open,High,Low,Close,Volume
20170301,10:05:00,119.692,119.701,119.662,119.685,829.339997649193
20170301,10:10:00,119.688,119.71,119.678,119.694,719.019999027252
20170301,10:15:00,119.692,119.722,119.678,119.692,865.719997763634
20170301,10:20:00,119.693,119.717,119.68,119.705,963.2799949646
20170301,10:25:00,119.704,119.715,119.64,119.64,735.089999198914
20170301,10:30:00,119.64,119.679,119.64,119.672,733.920000314713
20170301,10:35:00,119.672,119.727,119.669,119.719,823.939997076988
20170301,10:40:00,119.719,119.76,119.707,119.757,862.469995379448
20170301,10:45:00,119.76,119.781,119.745,119.769,871.02999997139
20170301,10:50:00,119.772,119.772,119.725,119.76,898.919997811317
20170301,10:55:00,119.761,119.824,119.761,119.823,1054.07999229431
20170301,11:00:00,119.825,119.839,119.786,119.806,1050.09999847412
20170301,11:05:00,119.805,119.856,119.782,119.855,799.989999890327
20170301,11:10:00,119.857,119.95,119.83,119.914,1327.79999279976
20170301,11:15:00,119.914,119.936,119.854,119.864,1010.3499982357
20170301,11:20:00,119.861,119.889,119.841,119.851,1066.5699942112
20170301,11:25:00,119.85,119.921,119.85,119.905,1027.17999267578
20170301,11:30:00,119.904,119.915,119.865,119.914,942.870002150536
20170301,11:35:00,119.914,119.92,119.723,119.762,1468.72999727726
20170301,11:40:00,119.762,119.821,119.761,119.782,994.379994511604
20170301,11:45:00,119.781,119.826,119.778,119.796,967.329991817474
20170301,11:50:00,119.793,119.822,119.778,119.813,1124.37999475002
20170301,11:55:00,119.813,119.832,119.8,119.824,1091.17999339104
20170301,12:00:00,119.825,119.87,119.807,119.827,1025.98999786377
20170301,12:05:00,119.826,119.84,119.789,119.798,950.539996862412
20170301,12:10:00,119.798,119.86,119.783,119.857,1259.1900011301
20170301,12:15:00,119.857,119.861,119.822,119.847,940.370002031326
20170301,12:20:00,119.848,119.867,119.819,119.84,950.880002856255
20170301,12:25:00,119.842,119.857,119.794,119.801,819.04000556469
20170301,12:30:00,119.8,119.82,119.781,119.798,893.090000391006
20170301,12:35:00,119.8,119.844,119.787,119.837,836.350003838539
20170301,12:40:00,119.837,119.843,119.791,119.795,890.919997930527
20170301,12:45:00,119.795,119.843,119.783,119.803,1035.20999825001
20170301,12:50:00,119.802,119.835,119.798,119.817,837.370000600815
20170301,12:55:00,119.819,119.822,119.77,119.787,924.509998321533
20170301,13:00:00,119.788,119.828,119.765,119.806,1020.02000045776
20170301,13:05:00,119.807,119.834,119.774,119.786,982.860000371933
20170301,13:10:00,119.787,119.837,119.776,119.837,1121.32999777794
20170301,13:15:00,119.838,119.843,119.796,119.821,831.539996504784
20170301,13:20:00,119.819,119.867,119.809,119.809,1373.52999866009
20170301,13:25:00,119.809,119.835,119.785,119.785,1012.5100004673
20170301,13:30:00,119.786,119.862,119.757,119.831,1621.09000122547
20170301,13:35:00,119.833,119.901,119.833,119.866,1646.72999382019
20170301,13:40:00,119.866,119.882,119.785,119.801,1331.2999984026
20170301,13:45:00,119.803,119.845,119.777,119.831,1270.31999778748
20170301,13:50:00,119.828,119.889,119.825,119.867,1168.49000012875
20170301,13:55:00,119.867,119.902,119.847,119.89,1169.9000005722
20170301,14:00:00,119.886,119.93,119.872,119.924,1086.98000359535
20170301,14:05:00,119.921,119.964,119.908,119.958,994.059998750687
20170301,14:10:00,119.958,119.989,119.917,119.954,1242.96000003815
20170301,14:15:00,119.956,119.965,119.917,119.95,1023.26000118256
20170301,14:20:00,119.949,119.95,119.856,119.881,1050.15999996662
20170301,14:25:00,119.88,119.896,119.87,119.886,741.150000095367
20170301,14:30:00,119.888,119.919,119.863,119.883,950.500002622604
20170301,14:35:00,119.884,119.977,119.883,119.975,1355.02000105381
20170301,14:40:00,119.973,119.974,119.902,119.944,957.129998683929
20170301,14:45:00,119.941,119.967,119.916,119.961,1076.68999922276
20170301,14:50:00,119.962,120.059,119.96,120.048,1421.05999600887
20170301,14:55:00,120.048,120.051,119.927,119.937,1343.97999668121
20170301,15:00:00,119.94,120.072,119.91,119.955,2086.07999968529
20170301,15:05:00,119.956,120.017,119.927,120.011,1403.82000303268
20170301,15:10:00,120.011,120.085,119.996,120.084,1663.85000181198
20170301,15:15:00,120.084,120.173,120.052,120.14,1648.91999149323
20170301,15:20:00,120.139,120.176,120.123,120.172,1380.04999232292
20170301,15:25:00,120.172,120.175,120.126,120.136,1187.90999567509
20170301,15:30:00,120.142,120.144,120.058,120.058,1317.47999370098
20170301,15:35:00,120.057,120.156,120.054,120.123,1264.12999665737
20170301,15:40:00,120.124,120.151,120.061,120.068,1249.4199950695
20170301,15:45:00,120.07,120.136,120.067,120.122,1107.70999526978
20170301,15:50:00,120.12,120.179,120.117,120.14,1060.13999462128
20170301,15:55:00,120.141,120.209,120.094,120.203,1454.91999292374
20170301,16:00:00,120.2,120.202,120.127,120.135,1280.62999629974
20170301,16:05:00,120.134,120.167,120.122,120.162,967.869996190071
20170301,16:10:00,120.162,120.216,120.158,120.174,989.609996914864
20170301,16:15:00,120.173,120.188,120.13,120.153,1033.0699968338
20170301,16:20:00,120.154,120.19,120.134,120.146,763.849998116493
20170301,16:25:00,120.146,120.217,120.127,120.178,1143.40999853611
20170301,16:30:00,120.178,120.182,120.113,120.123,717.019998550415
20170301,16:35:00,120.123,120.154,120.107,120.138,817.759999513626
20170301,16:40:00,120.138,120.167,120.131,120.154,842.959993481636
20170301,16:45:00,120.152,120.157,120.05,120.084,816.789998650551
20170301,16:50:00,120.084,120.12,120.083,120.106,776.609997391701
20170301,16:55:00,120.105,120.115,120.062,120.072,775.779998421669
20170301,17:00:00,120.073,120.15,120.066,120.132,934.169996738434
20170301,17:05:00,120.133,120.177,120.132,120.147,815.829999089241
20170301,17:10:00,120.148,120.163,120.122,120.149,795.770004034042
20170301,17:15:00,120.148,120.152,120.088,120.112,902.75999891758
20170301,17:20:00,120.111,120.115,120.068,120.071,786.340000629425
20170301,17:25:00,120.07,120.087,120.061,120.072,799.290000915527
20170301,17:30:00,120.071,120.086,120.065,120.082,782.699998140335
20170301,17:35:00,120.083,120.136,120.082,120.133,702.069997191429
20170301,17:40:00,120.132,120.151,120.12,120.133,699.389997839928
20170301,17:45:00,120.134,120.155,120.12,120.131,621.679999351501
20170301,17:50:00,120.13,120.154,120.092,120.099,617.879997491837
20170301,17:55:00,120.097,120.1,120.046,120.061,887.980001688004
20170301,18:00:00,120.061,120.085,120.06,120.08,645.920001626015
20170301,18:05:00,120.077,120.081,120.023,120.04,749.100004792213
20170301,18:10:00,120.043,120.05,120.026,120.03,638.460000872612
20170301,18:15:00,120.031,120.045,120.008,120.025,631.109998226166
20170301,18:20:00,120.024,120.043,120.014,120.037,401.84999871254
20170301,18:25:00,120.038,120.042,119.996,120.017,459.749998450279
20170301,18:30:00,120.015,120.046,120.005,120.033,523.259996294975
20170301,18:35:00,120.032,120.048,119.95,119.995,971.319999814034
20170301,18:40:00,119.995,119.995,119.926,119.93,766.670001864433
20170301,18:45:00,119.93,119.98,119.927,119.962,790.840005874634
20170301,18:50:00,119.962,119.973,119.933,119.949,565.060001254082
20170301,18:55:00,119.949,119.985,119.947,119.96,497.300001978874
20170301,19:00:00,119.958,119.981,119.925,119.955,608.029999017715
20170301,19:05:00,119.954,120.01,119.954,119.982,714.840001940727
20170301,19:10:00,119.982,119.998,119.972,119.983,587.950000524521
20170301,19:15:00,119.984,120.022,119.983,119.995,892.679998159409
20170301,19:20:00,119.996,120.001,119.953,119.967,724.600003004074
20170301,19:25:00,119.967,119.985,119.955,119.969,828.310000538826
20170301,19:30:00,119.966,119.979,119.95,119.967,743.109996676445
20170301,19:35:00,119.968,119.972,119.945,119.971,588.849999308586
20170301,19:40:00,119.971,119.98,119.955,119.968,583.58000099659
20170301,19:45:00,119.967,119.977,119.941,119.945,446.460004210472
20170301,19:50:00,119.943,119.947,119.886,119.887,622.030000567436
20170301,19:55:00,119.886,119.892,119.844,119.875,889.989996910095
20170301,20:00:00,119.873,119.909,119.869,119.899,836.500000238419
20170301,20:05:00,119.901,119.906,119.867,119.89,533.42999958992
20170301,20:10:00,119.89,119.914,119.883,119.909,488.589999198914
20170301,20:15:00,119.909,119.915,119.878,119.896,466.909999370575
20170301,20:20:00,119.895,119.906,119.883,119.89,574.870000720024
20170301,20:25:00,119.891,119.891,119.867,119.883,475.140000581741
20170301,20:30:00,119.882,119.886,119.858,119.87,483.91000187397
20170301,20:35:00,119.871,119.905,119.866,119.889,371.290000081062
20170301,20:40:00,119.887,119.891,119.856,119.879,391.439999222755
20170301,20:45:00,119.881,119.91,119.876,119.892,329.630000591278
20170301,20:50:00,119.891,119.91,119.881,119.882,581.9100035429
20170301,20:55:00,119.881,119.9,119.851,119.853,836.589999854565
20170301,21:00:00,119.852,119.885,119.84,119.876,307.310000360012
20170301,21:05:00,119.875,119.875,119.863,119.872,281.020000815392
20170301,21:10:00,119.87,119.872,119.846,119.858,278.52000272274
20170301,21:15:00,119.857,119.883,119.856,119.875,405.270002245903
20170301,21:20:00,119.874,119.898,119.865,119.894,300.710002541542
20170301,21:25:00,119.893,119.917,119.893,119.91,330.650003194809
20170301,21:30:00,119.913,119.919,119.895,119.899,216.040001392365
20170301,21:35:00,119.895,119.909,119.887,119.891,260.370000123978
20170301,21:40:00,119.891,119.915,119.891,119.91,214.789999604225
20170301,21:45:00,119.91,119.945,119.904,119.915,375.08999979496
20170301,21:50:00,119.92,119.949,119.919,119.929,540.240002632141
20170301,21:55:00,119.929,119.953,119.923,119.945,442.439998626709
20170301,22:00:00,119.945,119.962,119.927,119.953,43.7000000476837
20170301,22:05:00,119.953,120.015,119.953,120,173.439999818802
20170301,22:10:00,120.002,120.015,119.989,119.997,188.480000019073
20170301,22:15:00,119.99,119.992,119.93,119.985,345.669998645782
20170301,22:20:00,119.985,119.998,119.964,119.965,134.319999694824
20170301,22:25:00,119.966,119.978,119.955,119.966,218.469997882843
20170301,22:30:00,119.963,119.979,119.949,119.977,179.01999938488
20170301,22:35:00,119.977,119.987,119.964,119.972,90.1600008010864
20170301,22:40:00,119.971,119.989,119.963,119.967,132.150000572205
20170301,22:45:00,119.967,119.987,119.963,119.983,182.84999704361
20170301,22:50:00,119.983,119.997,119.979,119.988,193.359999656677
20170301,22:55:00,119.988,120.038,119.985,120.033,260.129998326302
20170301,23:00:00,120.037,120.175,120.001,120.115,1227.24999940395
20170301,23:05:00,120.114,120.161,120.11,120.158,610.519999861717
20170301,23:10:00,120.158,120.189,120.119,120.124,914.619996905327
20170301,23:15:00,120.124,120.161,120.108,120.122,501.350000739098
20170301,23:20:00,120.122,120.136,120.098,120.101,481.280000567436
20170301,23:25:00,120.104,120.122,120.094,120.116,564.260003328323
20170301,23:30:00,120.115,120.13,120.101,120.109,569.550001859665
20170301,23:35:00,120.11,120.277,120.108,120.21,635.020002603531
20170301,23:40:00,120.21,120.216,120.162,120.17,624.870000839233
20170301,23:45:00,120.169,120.235,120.162,120.231,548.190000414848
20170301,23:50:00,120.233,120.272,120.214,120.214,635.390002250671
20170301,23:55:00,120.211,120.244,120.192,120.236,572.660000562668
20170302,00:00:00,120.233,120.257,120.176,120.198,920.460000276566
20170302,00:05:00,120.199,120.21,120.152,120.157,883.179999828339
20170302,00:10:00,120.156,120.177,120.138,120.164,923.49000287056
20170302,00:15:00,120.164,120.172,120.142,120.17,717.22000515461
20170302,00:20:00,120.17,120.185,120.15,120.154,764.779997467995
20170302,00:25:00,120.153,120.161,120.128,120.153,507.930002570152
20170302,00:30:00,120.153,120.201,120.139,120.181,686.930001854897
20170302,00:35:00,120.182,120.191,120.166,120.182,521.019998073578
20170302,00:40:00,120.179,120.204,120.178,120.191,423.750000476837
20170302,00:45:00,120.189,120.192,120.123,120.133,615.510002613068
20170302,00:50:00,120.133,120.196,120.112,120.137,1064.49999761581
20170302,00:55:00,120.137,120.164,120.101,120.139,1130.20999383926
20170302,01:00:00,120.14,120.14,120.079,120.094,908.61999642849
20170302,01:05:00,120.096,120.096,120.048,120.056,842.409996986389
20170302,01:10:00,120.058,120.097,120.057,120.059,885.889993071556
20170302,01:15:00,120.059,120.062,120.015,120.046,608.199998617172
20170302,01:20:00,120.045,120.07,120.012,120.03,740.219998836517
20170302,01:25:00,120.03,120.062,120.022,120.044,688.819998025894
20170302,01:30:00,120.045,120.076,120.043,120.066,647.65999853611
20170302,01:35:00,120.064,120.083,120.051,120.076,488.430000424385
20170302,01:40:00,120.076,120.102,120.053,120.067,703.720000863075
20170302,01:45:00,120.067,120.076,120.045,120.068,637.570003151894
20170302,01:50:00,120.068,120.093,120.046,120.065,737.450001478195
20170302,01:55:00,120.065,120.104,120.057,120.091,643.129997491837
20170302,02:00:00,120.09,120.092,120.039,120.063,845.029997587204
20170302,02:05:00,120.063,120.089,120.057,120.066,661.300000429153
20170302,02:10:00,120.065,120.069,120.052,120.056,499.619999527931
20170302,02:15:00,120.056,120.068,120.045,120.048,566.579998731613
20170302,02:20:00,120.048,120.078,120.048,120.076,424.999999523163
20170302,02:25:00,120.076,120.116,120.068,120.114,539.169998884201
20170302,02:30:00,120.114,120.123,120.092,120.117,653.009999155998
20170302,02:35:00,120.117,120.129,120.093,120.118,800.049997329712
20170302,02:40:00,120.117,120.122,120.103,120.107,532.869997739792
20170302,02:45:00,120.106,120.11,120.064,120.065,748.44999563694
20170302,02:50:00,120.066,120.074,120.055,120.06,686.329995036125
20170302,02:55:00,120.06,120.063,120.048,120.058,476.279998660088
20170302,03:00:00,120.058,120.081,120.055,120.056,363.109998226166
20170302,03:05:00,120.054,120.054,120.017,120.022,940.779997467995
20170302,03:10:00,120.022,120.027,120.004,120.006,677.149995088577
20170302,03:15:00,120.006,120.016,119.991,120.006,650.709996700287
20170302,03:20:00,120.006,120.04,119.999,120.033,488.69999396801
20170302,03:25:00,120.031,120.065,120.026,120.045,485.859996676445
20170302,03:30:00,120.043,120.043,120.018,120.034,554.779992818832
20170302,03:35:00,120.034,120.069,120.033,120.062,701.68999516964
20170302,03:40:00,120.063,120.076,120.046,120.059,665.529998779297
20170302,03:45:00,120.059,120.066,120.028,120.042,685.359993219376
20170302,03:50:00,120.042,120.045,120.016,120.019,549.609992384911
20170302,03:55:00,120.018,120.025,119.991,120.003,686.989994764328
20170302,04:00:00,120.002,120.069,120.002,120.064,663.289995312691
20170302,04:05:00,120.064,120.066,120.034,120.055,663.509990334511
20170302,04:10:00,120.054,120.061,120.036,120.04,478.100001215935
20170302,04:15:00,120.039,120.039,120.004,120.006,554.119996190071
20170302,04:20:00,120.006,120.068,119.992,120.048,727.399996519089
20170302,04:25:00,120.048,120.055,120.027,120.029,685.099994421005
20170302,04:30:00,120.028,120.045,120.015,120.028,706.099998950958
20170302,04:35:00,120.029,120.035,120.017,120.022,498.729995727539
20170302,04:40:00,120.021,120.052,120.016,120.044,634.489999055862
20170302,04:45:00,120.044,120.062,120.034,120.041,516.899997591972
20170302,04:50:00,120.041,120.073,120.029,120.061,636.239993214607
20170302,04:55:00,120.063,120.095,120.055,120.076,757.749995708466
20170302,05:00:00,120.077,120.097,120.061,120.073,641.169998288155
20170302,05:05:00,120.072,120.086,120.068,120.08,303.55999815464
20170302,05:10:00,120.08,120.094,120.057,120.061,414.799998641014
20170302,05:15:00,120.06,120.071,120.032,120.053,654.529996156693
20170302,05:20:00,120.052,120.075,120.047,120.068,472.169999599457
20170302,05:25:00,120.069,120.08,120.056,120.075,486.329999923706
20170302,05:30:00,120.077,120.092,120.069,120.086,427.640002131462
20170302,05:35:00,120.086,120.121,120.079,120.112,718.829996824265
20170302,05:40:00,120.113,120.117,120.076,120.089,741.109994411469
20170302,05:45:00,120.091,120.094,120.069,120.079,472.599997401237
20170302,05:50:00,120.079,120.088,120.07,120.077,484.979995965958
20170302,05:55:00,120.077,120.09,120.056,120.085,835.119996547699
20170302,06:00:00,120.083,120.146,120.08,120.146,686.200000524521
20170302,06:05:00,120.148,120.148,120.114,120.136,526.029994487762
20170302,06:10:00,120.138,120.19,120.132,120.17,714.689999341965
20170302,06:15:00,120.169,120.205,120.164,120.199,588.989995241165
20170302,06:20:00,120.199,120.212,120.182,120.184,514.069999456406
20170302,06:25:00,120.186,120.222,120.183,120.207,606.539999723434
20170302,06:30:00,120.206,120.216,120.169,120.193,665.729998230934
20170302,06:35:00,120.193,120.196,120.151,120.176,721.510004639626
20170302,06:40:00,120.176,120.19,120.157,120.186,735.909996986389
20170302,06:45:00,120.185,120.26,120.171,120.22,860.740000367165
20170302,06:50:00,120.219,120.223,120.197,120.207,798.57999920845
20170302,06:55:00,120.206,120.217,120.198,120.205,830.149997353554
20170302,07:00:00,120.205,120.209,120.159,120.159,974.349996566772
20170302,07:05:00,120.159,120.195,120.137,120.188,1021.87999927998
20170302,07:10:00,120.191,120.224,120.144,120.158,1131.28000867367
20170302,07:15:00,120.158,120.197,120.151,120.168,685.70999789238
20170302,07:20:00,120.167,120.184,120.152,120.152,938.949998378754
20170302,07:25:00,120.152,120.156,120.124,120.145,755.66999900341
20170302,07:30:00,120.145,120.17,120.132,120.14,740.819998860359
20170302,07:35:00,120.139,120.161,120.133,120.148,872.589998960495
20170302,07:40:00,120.147,120.233,120.128,120.227,817.310001850128
20170302,07:45:00,120.226,120.301,120.207,120.253,933.499996185303
20170302,07:50:00,120.254,120.312,120.245,120.256,924.999999880791
20170302,07:55:00,120.257,120.353,120.252,120.352,855.859999060631
20170302,08:00:00,120.352,120.354,120.294,120.326,1256.88999676704
20170302,08:05:00,120.325,120.456,120.325,120.394,1202.35999798775
20170302,08:10:00,120.394,120.416,120.36,120.366,870.499996423721
20170302,08:15:00,120.365,120.378,120.334,120.336,852.549996256828
20170302,08:20:00,120.335,120.365,120.327,120.337,927.019995093346
20170302,08:25:00,120.338,120.386,120.33,120.381,892.979994416237
20170302,08:30:00,120.382,120.419,120.357,120.397,1085.20999836922
20170302,08:35:00,120.396,120.454,120.386,120.44,1028.33999598026
20170302,08:40:00,120.439,120.492,120.424,120.464,1325.07999503613
20170302,08:45:00,120.463,120.474,120.446,120.457,1107.82999777794
20170302,08:50:00,120.457,120.471,120.419,120.423,796.209998488426
20170302,08:55:00,120.424,120.43,120.399,120.419,897.489998698235
20170302,09:00:00,120.421,120.426,120.379,120.401,887.699998259544
20170302,09:05:00,120.401,120.404,120.359,120.368,735.239999771118
20170302,09:10:00,120.367,120.403,120.333,120.346,913.009999155998
20170302,09:15:00,120.346,120.362,120.289,120.327,926.919998526573
20170302,09:20:00,120.327,120.379,120.323,120.362,960.879998326302
20170302,09:25:00,120.361,120.38,120.345,120.367,763.529996752739
20170302,09:30:00,120.366,120.404,120.344,120.345,771.699999332428
20170302,09:35:00,120.344,120.36,120.269,120.269,933.860000967979
20170302,09:40:00,120.27,120.283,120.214,120.235,1006.42000305653
20170302,09:45:00,120.233,120.274,120.221,120.26,772.240001440048
20170302,09:50:00,120.26,120.316,120.253,120.303,849.679999470711
20170302,09:55:00,120.305,120.318,120.205,120.218,869.599994421005
20170302,10:00:00,120.219,120.24,120.155,120.222,1156.34000098705
20170302,10:05:00,120.223,120.294,120.216,120.275,883.049996614456
20170302,10:10:00,120.274,120.287,120.241,120.266,804.520003199577
20170302,10:15:00,120.266,120.269,120.212,120.22,815.970000863075
20170302,10:20:00,120.219,120.27,120.199,120.253,854.550000786781
20170302,10:25:00,120.253,120.257,120.188,120.227,654.909999370575
20170302,10:30:00,120.225,120.251,120.215,120.226,862.669996976852
20170302,10:35:00,120.23,120.272,120.225,120.253,719.179998636246
20170302,10:40:00,120.254,120.26,120.224,120.231,587.270000100136
20170302,10:45:00,120.232,120.262,120.229,120.259,622.480002999306
20170302,10:50:00,120.263,120.278,120.251,120.271,655.719998002052
